"","Chromosome","ChromStart","ChromEnd","Band","Stain","genes"
"1422","chr1",1515053,1515961,"p6","gpos50","ydhL"
"1423","chr1",1516033,1516537,"p2","gpos50","ydhF"
"1424","chr1",1516538,1518576,"p5","gpos25","sodC"
"1425","chr1",1518577,1519439,"p8","gpos100","STM1441"
"1426","chr1",1519440,1519690,"p4","gpos100","ydhJ"
"1427","chr1",1519865,1520311,"p2","gpos25","ydhI"
"1428","chr1",1520359,1520840,"p9","gpos75","slyA"
"1429","chr1",1521087,1522219,"p5","gpos75","slyB"
"1430","chr1",1522289,1522636,"p9","gpos100","ydhH"
"1431","chr1",1522695,1523351,"p5","gpos25","ydhA"
"1432","chr1",1523466,1524752,"p3","gpos25","pdxH"
"1433","chr1",1524801,1525672,"p5","gpos25","tyrS"
"1434","chr1",1525731,1526348,"p6","gpos75","pdxY"
"1435","chr1",1526441,1527955,"p9","gpos75","gst"
"1436","chr1",1528548,1529182,"p7","gpos75","ydgR"
"1437","chr1",1529183,1529877,"p5","gpos25","nth"
"1438","chr1",1529878,1530501,"p5","gpos75","ydgQ"
"1439","chr1",1530502,1531560,"p6","gpos25","ydgP"
"1440","chr1",1531561,1533760,"p3","gpos75","ydgO"
"1441","chr1",1533761,1534338,"p5","gpos50","STM1457"
"1442","chr1",1534339,1534931,"p2","gpos100","ydgM"
"1443","chr1",1534997,1535448,"p2","gpos100","STM1459"
"1444","chr1",1535526,1535756,"p6","gpos25","ydgK"
"1445","chr1",1536297,1537412,"p2","gpos75","ydgT"
"1446","chr1",1537487,1538488,"p1","gpos25","ydgJ"
"1447","chr1",1539192,1540713,"p7","gpos25","add"
"1448","chr1",1540803,1541990,"p8","gpos75","ydgA"
"1449","chr1",1542178,1543824,"p5","gpos75","manA"
"1450","chr1",1543884,1545391,"p4","gpos50","fumA"
"1451","chr1",1545392,1546321,"p3","gpos100","fumC"
"1452","chr1",1546397,1547711,"p10","gpos100","tus"
"1453","chr1",1547809,1549522,"p6","gpos100","rstB"
"1454","chr1",1549668,1550813,"p6","gpos100","STM1472"
"1455","chr1",1551281,1552012,"p3","gpos100","ompN"
"1456","chr1",1552133,1552474,"p8","gpos100","rstA"
"1457","chr1",1552536,1553928,"p3","gpos25","ydgC"
"1458","chr1",1554217,1555174,"p5","gpos75","ydgI"
"1459","chr1",1555562,1557215,"p5","gpos25","ydgH"
"1460","chr1",1557216,1558616,"p10","gpos75","pntA"
"1461","chr1",1558791,1559836,"p7","gpos50","pntB"
"1462","chr1",1560230,1560578,"p9","gpos25","STM1481"
"1463","chr1",1560579,1560921,"p5","gpos25","ydgF"
"1464","chr1",1560961,1561782,"p3","gpos50","ydgE"
"1465","chr1",1562051,1562346,"p6","gpos25","STM1484"
"1466","chr1",1562694,1563958,"p4","gpos50","STM1485"
"1467","chr1",1564067,1564966,"p4","gpos75","ynfM"
"1468","chr1",1565081,1566314,"p7","gpos25","ynfL"
"1469","chr1",1566428,1567090,"p6","gpos75","mlc"
"1470","chr1",1567091,1568380,"p5","gpos50","ynfK"
"1471","chr1",1568516,1569663,"p6","gpos50","STM1490"
"1472","chr1",1569664,1570318,"p2","gpos25","STM1491"
"1473","chr1",1570321,1571230,"p3","gpos100","STM1492"
"1474","chr1",1571252,1571968,"p1","gpos100","STM1493"
"1475","chr1",1572267,1572881,"p9","gpos25","STM1494"
"1476","chr1",1572924,1573782,"p8","gpos50","ynfI"
"1477","chr1",1573783,1574410,"p9","gpos100","STM1496"
"1478","chr1",1574411,1576846,"p4","gpos50","STM1497"
"1479","chr1",1576945,1579395,"p7","gpos100","STM1498"
"1480","chr1",1579540,1579857,"p1","gpos75","STM1499"
"1481","chr1",1579943,1580662,"p5","gpos50","ynfD"
"1482","chr1",1580703,1581274,"p8","gpos25","ynfC"
"1483","chr1",1581299,1581652,"p7","gpos50","speG"
"1484","chr1",1581793,1582119,"p8","gpos75","ynfB"
"1485","chr1",1582230,1583453,"p4","gpos25","ynfA"
"1486","chr1",1583454,1584485,"p10","gpos25","rspA"
"1487","chr1",1584539,1585516,"p5","gpos75","rspB"
"1488","chr1",1586051,1587528,"p8","gpos100","ydfJ"
"1489","chr1",1587595,1587812,"p3","gpos50","ydfI"
"1490","chr1",1587979,1588673,"p2","gpos50","ydfZ"
"1491","chr1",1588795,1589554,"p8","gpos25","ydfH"
"1492","chr1",1589668,1591722,"p5","gpos75","ydfG"
"1493","chr1",1592060,1592249,"p2","gpos100","dcp"
"1494","chr1",1592369,1592911,"p5","gpos75","STM1513"
"1495","chr1",1593312,1593715,"p1","gpos75","ydeJ"
"1496","chr1",1594407,1595602,"p1","gpos100","ydeI"
"1497","chr1",1595813,1596724,"p4","gpos25","ydeE"
"1498","chr1",1596843,1597070,"p5","gpos25","ydeD"
"1499","chr1",1597087,1597489,"p2","gpos100","marB"
"1500","chr1",1597490,1598122,"p8","gpos75","marA"
"1501","chr1",1598164,1598848,"p9","gpos50","marR"
"1502","chr1",1598895,1600085,"p5","gpos75","marC"
"1503","chr1",1600201,1601082,"p9","gpos100","ydeA"
"1504","chr1",1601166,1602564,"p9","gpos75","yneJ"
"1505","chr1",1602625,1603543,"p9","gpos75","yneI"
"1506","chr1",1603544,1603922,"p7","gpos25","yneH"
"1507","chr1",1604132,1605093,"p5","gpos75","yneG"
"1508","chr1",1605149,1605533,"p10","gpos25","STM1527"
"1509","chr1",1605534,1605866,"p4","gpos25","STM1528"
"1510","chr1",1606403,1607526,"p1","gpos75","STM1529"
"1511","chr1",1607667,1608015,"p6","gpos100","STM1530"
"1512","chr1",1608021,1608895,"p9","gpos75","STM1531"
"1513","chr1",1608896,1609963,"p5","gpos25","STM1532"
"1514","chr1",1609975,1610381,"p10","gpos25","STM1533"
"1515","chr1",1610382,1610680,"p4","gpos50","STM1534"
"1516","chr1",1610681,1611294,"p6","gpos25","STM1535"
"1517","chr1",1611295,1611988,"p1","gpos50","STM1536"
"1518","chr1",1611989,1613793,"p7","gpos100","STM1537"
"1519","chr1",1613794,1614902,"p10","gpos75","STM1538"
"1520","chr1",1615319,1616417,"p4","gpos50","STM1539"
"1521","chr1",1616457,1617254,"p5","gpos75","STM1540"
"1522","chr1",1617313,1618312,"p2","gpos100","STM1541"
"1523","chr1",1618313,1619606,"p8","gpos25","STM1542"
"1524","chr1",1619776,1621332,"p7","gpos100","STM1543"
"1525","chr1",1621402,1622632,"p4","gpos75","pqaA"
"1526","chr1",1622633,1624152,"p6","gpos50","STM1545"
"1527","chr1",1624178,1624674,"p5","gpos100","STM1546"
"1528","chr1",1624906,1625946,"p2","gpos100","STM1547"
"1529","chr1",1625998,1626399,"p2","gpos100","STM1548"
"1530","chr1",1626558,1626831,"p2","gpos75","STM1549"
"1531","chr1",1626832,1627088,"p9","gpos25","STM1550"
"1532","chr1",1627912,1628820,"p10","gpos50","STM1551"
"1533","chr1",1630398,1631871,"p4","gpos75","STM1552"
"1534","chr1",1632123,1633130,"p10","gpos50","STM1554"
"1535","chr1",1633267,1634725,"p3","gpos100","STM1555"
"1536","chr1",1634727,1635940,"p4","gpos75","STM1556"
"1537","chr1",1636053,1638135,"p6","gpos75","STM1557"
"1538","chr1",1638185,1640709,"p4","gpos75","STM1558"
"1539","chr1",1640710,1642500,"p5","gpos50","STM1559"
"1540","chr1",1642623,1643414,"p7","gpos50","STM1560"
"1541","chr1",1643551,1643894,"p4","gpos25","STM1561"
"1542","chr1",1644230,1644674,"p10","gpos75","STM1562"
"1543","chr1",1645161,1645389,"p8","gpos50","osmC"
"1544","chr1",1645473,1645627,"p4","gpos100","yddX"
"1545","chr1",1645804,1647501,"p7","gpos100","rpsV"
"1546","chr1",1647775,1648797,"p6","gpos75","sfcA"
"1547","chr1",1648888,1649536,"p7","gpos50","adhP"
"1548","chr1",1649537,1650432,"p3","gpos50","fdnI"
"1549","chr1",1650435,1653489,"p6","gpos50","fdnH"
"1550","chr1",1653807,1654641,"p7","gpos50","fdnG"
"1551","chr1",1655153,1656254,"p9","gpos50","yddG"
"1552","chr1",1656398,1656778,"p2","gpos50","nmpC"
"1553","chr1",1656803,1658295,"p10","gpos75","STM1573"
"1554","chr1",1658402,1658986,"p5","gpos100","smvA"
"1555","chr1",1659191,1660589,"p10","gpos75","STM1575"
"1556","chr1",1660668,1664403,"p3","gpos50","narU"
"1557","chr1",1664404,1665950,"p8","gpos25","narZ"
"1558","chr1",1665951,1666643,"p3","gpos25","narY"
"1559","chr1",1666644,1667334,"p8","gpos25","narW"
"1560","chr1",1667427,1668333,"p9","gpos25","narV"
"1561","chr1",1668369,1669227,"p4","gpos50","yddE"
"1562","chr1",1669498,1670137,"p8","gpos50","nhoA"
"1563","chr1",1670632,1672136,"p8","gpos100","STM1583"
"1564","chr1",1672213,1672441,"p4","gpos50","ansP"
"1565","chr1",1672579,1673652,"p8","gpos25","STM1585"
"1566","chr1",1673893,1676024,"p9","gpos100","STM1586"
"1567","chr1",1676091,1676773,"p5","gpos25","yncD"
"1568","chr1",1677090,1678160,"p3","gpos25","yncC"
"1569","chr1",1678327,1678839,"p7","gpos50","yncB"
"1570","chr1",1678840,1679303,"p3","gpos25","yncA"
"1571","chr1",1679308,1679552,"p7","gpos75","ydcZ"
"1572","chr1",1679760,1681082,"p1","gpos50","ydcY"
"1573","chr1",1681083,1684061,"p1","gpos50","srfA"
"1574","chr1",1684062,1686211,"p9","gpos100","srfB"
"1575","chr1",1686256,1686528,"p6","gpos25","srfC"
"1576","chr1",1686828,1688287,"p5","gpos50","ydcX"
"1577","chr1",1688388,1689812,"p8","gpos50","ydcW"
"1578","chr1",1689948,1690725,"p10","gpos100","ydcR"
"1579","chr1",1690977,1691211,"p7","gpos100","pdgL"
"1580","chr1",1691240,1691646,"p2","gpos25","STM1600"
"1581","chr1",1692171,1693125,"p9","gpos75","ugtL"
"1582","chr1",1693388,1693629,"p6","gpos75","sifB"
"1583","chr1",1693630,1695612,"p9","gpos75","yncJ"
"1584","chr1",1695673,1696220,"p9","gpos75","ydcP"
"1585","chr1",1696291,1697478,"p3","gpos50","ydcN"
"1586","chr1",1697532,1698213,"p2","gpos75","STM1606"
"1587","chr1",1698356,1698938,"p6","gpos25","STM1607"
"1588","chr1",1698939,1699952,"p7","gpos100","tehB"
"1589","chr1",1700046,1701035,"p2","gpos75","tehA"
"1590","chr1",1701036,1701587,"p3","gpos75","ydcK"
"1591","chr1",1701780,1702900,"p4","gpos25","rimL"
"1592","chr1",1702901,1703188,"p8","gpos25","STM1612"
"1593","chr1",1703188,1704510,"p4","gpos75","STM1613"
"1594","chr1",1704511,1705332,"p1","gpos50","STM1614"
"1595","chr1",1705448,1705901,"p7","gpos25","STM1615"
"1596","chr1",1705901,1706545,"p8","gpos50","STM1616"
"1597","chr1",1706545,1707343,"p2","gpos50","STM1617"
"1598","chr1",1707344,1707789,"p10","gpos50","STM1618"
"1599","chr1",1707836,1709043,"p4","gpos50","STM1619"
"1600","chr1",1709050,1709625,"p5","gpos100","STM1620"
"1601","chr1",1709821,1711494,"p3","gpos50","STM1621"
"1602","chr1",1711696,1713211,"p9","gpos25","ydcG"
"1603","chr1",1713253,1714612,"p6","gpos50","STM1623"
"1604","chr1",1714889,1715812,"p8","gpos50","STM1624"
"1605","chr1",1715873,1717504,"p4","gpos25","ydcI"
"1606","chr1",1717667,1718798,"p6","gpos25","trg"
"1607","chr1",1718817,1719103,"p9","gpos75","STM1627"
"1608","chr1",1719608,1720016,"p7","gpos25","STM1628"
"1609","chr1",1720145,1720861,"p5","gpos100","STM1629"
"1610","chr1",1721280,1722513,"p7","gpos25","STM1630"
"1611","chr1",1722634,1722978,"p7","gpos75","sseJ"
"1612","chr1",1723877,1724646,"p4","gpos75","STM1632"
"1613","chr1",1724647,1725300,"p3","gpos75","STM1633"
"1614","chr1",1725318,1726046,"p4","gpos50","STM1634"
"1615","chr1",1726047,1726733,"p2","gpos25","STM1635"
"1616","chr1",1726863,1728420,"p2","gpos100","STM1636"
"1617","chr1",1729109,1729546,"p3","gpos75","STM1637"
"1618","chr1",1729817,1730358,"p7","gpos50","STM1638"
"1619","chr1",1730464,1731275,"p6","gpos25","cybB"
"1620","chr1",1731328,1735230,"p1","gpos100","ydcF"
"1621","chr1",1735419,1736032,"p7","gpos25","hrpA"
"1622","chr1",1736033,1736482,"p4","gpos100","acpD"
"1623","chr1",1736625,1736955,"p4","gpos100","STM1643"
"1624","chr1",1736956,1737146,"p5","gpos50","ydbL"
"1625","chr1",1737147,1739800,"p5","gpos75","ynbE"
"1626","chr1",1740009,1741012,"p8","gpos100","ydbH"
"1627","chr1",1741113,1741533,"p4","gpos75","ldhA"
"1628","chr1",1741577,1741753,"p7","gpos25","hslJ"
"1629","chr1",1741754,1742058,"p2","gpos75","STM1649"
"1630","chr1",1742108,1745643,"p9","gpos50","STM1650"
"1631","chr1",1746114,1746559,"p3","gpos25","nifJ"
"1632","chr1",1746609,1746964,"p1","gpos50","ynaF"
"1633","chr1",1747290,1748238,"p9","gpos100","STM1653"
"1634","chr1",1748282,1749655,"p5","gpos100","ydaO"
"1635","chr1",1750142,1751136,"p9","gpos50","dbpA"
"1636","chr1",1751271,1752430,"p7","gpos75","STM1656"
"1637","chr1",1752836,1753413,"p9","gpos100","STM1657"
"1638","chr1",1753649,1754172,"p4","gpos75","ydaL"
"1639","chr1",1754273,1755120,"p8","gpos100","ogt"
"1640","chr1",1755258,1756218,"p5","gpos50","fnr"
"1641","chr1",1756273,1756539,"p5","gpos25","ydaA"
"1642","chr1",1756748,1757797,"p5","gpos100","ynaJ"
"1643","chr1",1757883,1758485,"p4","gpos100","ynaI"
"1644","chr1",1758522,1759215,"p8","gpos100","STM1664"
"1645","chr1",1759687,1760244,"p5","gpos25","STM1665"
"1646","chr1",1760343,1761179,"p5","gpos100","STM1667"
"1647","chr1",1761194,1763184,"p6","gpos75","STM1668"
"1648","chr1",1763251,1764101,"p5","gpos75","STM1669"
"1649","chr1",1764383,1765247,"p8","gpos75","STM1670"
"1650","chr1",1765638,1766747,"p5","gpos25","STM1671"
"1651","chr1",1766961,1767215,"p6","gpos100","STM1672"
"1652","chr1",1767326,1767923,"p3","gpos50","STM1673"
"1653","chr1",1767982,1768707,"p1","gpos25","STM1674"
"1654","chr1",1768798,1769672,"p6","gpos75","STM1675"
"1655","chr1",1769941,1770851,"p8","gpos75","STM1676"
"1656","chr1",1770959,1771894,"p5","gpos25","STM1677"
"1657","chr1",1771991,1773615,"p7","gpos50","STM1678"
"1658","chr1",1773794,1774496,"p5","gpos25","mppA"
"1659","chr1",1774497,1775473,"p3","gpos75","ycjI"
"1660","chr1",1775565,1776084,"p10","gpos75","ycjG"
"1661","chr1",1776174,1777837,"p4","gpos75","tpx"
"1662","chr1",1777863,1778920,"p4","gpos25","tyrR"
"1663","chr1",1778921,1780337,"p10","gpos100","ycjF"
"1664","chr1",1780467,1780793,"p9","gpos50","ycjX"
"1665","chr1",1780857,1781084,"p6","gpos100","pspE"
"1666","chr1",1781098,1781456,"p9","gpos100","pspD"
"1667","chr1",1781457,1781692,"p4","gpos100","pspC"
"1668","chr1",1781741,1782421,"p3","gpos50","pspB"
"1669","chr1",1782565,1783560,"p10","gpos25","pspA"
"1670","chr1",1783672,1785303,"p2","gpos100","pspF"
"1671","chr1",1785304,1786259,"p9","gpos50","sapA"
"1672","chr1",1786260,1787151,"p8","gpos75","sapB"
"1673","chr1",1787152,1788137,"p7","gpos25","sapC"
"1674","chr1",1788138,1788960,"p2","gpos75","sapD"
"1675","chr1",1789089,1789692,"p4","gpos25","sapF"
"1676","chr1",1790151,1791531,"p7","gpos75","STM1697"
"1677","chr1",1791559,1791707,"p3","gpos100","STM1698"
"1678","chr1",1791708,1792012,"p7","gpos100","STM1698A"
"1679","chr1",1792117,1792918,"p7","gpos50","ycjE"
"1680","chr1",1793118,1794098,"p5","gpos25","fabI"
"1681","chr1",1794158,1796274,"p10","gpos75","yciW"
"1682","chr1",1796527,1798518,"p8","gpos75","rnb"
"1683","chr1",1798906,1799658,"p3","gpos50","yciR"
"1684","chr1",1799843,1800135,"p9","gpos75","yciT"
"1685","chr1",1800255,1800580,"p7","gpos25","osmB"
"1686","chr1",1800581,1801329,"p10","gpos25","yciH"
"1687","chr1",1801509,1802684,"p4","gpos25","pyrF"
"1688","chr1",1802685,1803005,"p2","gpos100","yciM"
"1689","chr1",1803143,1803918,"p4","gpos25","yciS"
"1690","chr1",1804091,1804693,"p4","gpos50","pgpB"
"1691","chr1",1804749,1807432,"p7","gpos100","ribA"
"1692","chr1",1808401,1809569,"p9","gpos50","acnA"
"1693","chr1",1809786,1812392,"p4","gpos25","cysB"
"1694","chr1",1812774,1813037,"p6","gpos75","topA"
"1695","chr1",1813079,1814137,"p5","gpos50","yciN"
"1696","chr1",1814352,1815107,"p8","gpos25","sohB"
"1697","chr1",1815108,1815711,"p5","gpos50","yciK"
"1698","chr1",1815798,1816684,"p2","gpos100","btuR"
"1699","chr1",1816774,1817401,"p1","gpos100","yciL"
"1700","chr1",1817402,1818283,"p5","gpos100","yciO"
"1701","chr1",1818341,1818449,"p1","gpos75","trpH"
"1702","chr1",1818534,1820091,"p3","gpos50","trpL"
"1703","chr1",1820092,1821642,"p3","gpos50","trpE"
"1704","chr1",1821643,1823061,"p4","gpos75","trpD"
"1705","chr1",1823062,1824252,"p3","gpos50","trpC"
"1706","chr1",1824253,1825072,"p3","gpos75","trpB"
"1707","chr1",1825539,1825734,"p6","gpos50","trpA"
"1708","chr1",1825808,1826327,"p3","gpos25","yciG"
"1709","chr1",1826389,1826907,"p2","gpos50","yciF"
"1710","chr1",1826919,1827805,"p6","gpos100","yciE"
"1711","chr1",1827887,1828536,"p3","gpos75","STM1731"
"1712","chr1",1828853,1829267,"p5","gpos25","ompW"
"1713","chr1",1829282,1830036,"p4","gpos100","STM1733"
"1714","chr1",1830080,1830632,"p5","gpos25","yciC"
"1715","chr1",1830793,1831194,"p3","gpos50","yciB"
"1716","chr1",1831254,1832052,"p8","gpos50","yciA"
"1717","chr1",1832192,1832502,"p8","gpos75","tonB"
"1718","chr1",1832846,1834322,"p10","gpos50","yciI"
"1719","chr1",1834344,1834685,"p4","gpos50","cls"
"1720","chr1",1834733,1835575,"p2","gpos50","yciU"
"1721","chr1",1835617,1836617,"p4","gpos100","STM1741"
"1722","chr1",1836618,1837636,"p8","gpos100","oppF"
"1723","chr1",1837637,1838557,"p7","gpos100","oppD"
"1724","chr1",1838560,1839492,"p7","gpos100","oppC"
"1725","chr1",1839602,1841294,"p2","gpos50","oppB"
"1726","chr1",1841295,1841615,"p4","gpos50","oppA"
"1727","chr1",1841998,1842657,"p8","gpos50","STM1747"
"1728","chr1",1843110,1845800,"p10","gpos75","ychE"
"1729","chr1",1845997,1846634,"p6","gpos25","adhE"
"1730","chr1",1847151,1847690,"p5","gpos25","tdk"
"1731","chr1",1847822,1848744,"p10","gpos25","hns"
"1732","chr1",1848933,1849959,"p1","gpos25","galU"
"1733","chr1",1850037,1850942,"p3","gpos25","hnr"
"1734","chr1",1851040,1851511,"p1","gpos25","ychK"
"1735","chr1",1851546,1852404,"p10","gpos75","ychJ"
"1736","chr1",1852564,1852645,"p2","gpos100","purU"
"1737","chr1",1852677,1852819,"p1","gpos75","tyrT"
"1738","chr1",1852853,1852934,"p10","gpos50","rtT"
"1739","chr1",1853720,1855255,"p3","gpos100","tyrV"
"1740","chr1",1855491,1856167,"p8","gpos75","STM1760"
"1741","chr1",1856168,1856874,"p8","gpos75","narI"
"1742","chr1",1856875,1858406,"p10","gpos75","narJ"
"1743","chr1",1858407,1862248,"p2","gpos25","narH"
"1744","chr1",1862538,1864130,"p1","gpos75","narG"
"1745","chr1",1864160,1866051,"p6","gpos100","narK"
"1746","chr1",1866052,1866715,"p5","gpos100","narX"
"1747","chr1",1866716,1868153,"p8","gpos25","narL"
"1748","chr1",1868300,1868670,"p7","gpos75","ychP"
"1749","chr1",1868750,1868989,"p5","gpos75","ychN"
"1750","chr1",1869234,1870347,"p8","gpos100","chaB"
"1751","chr1",1870401,1871266,"p9","gpos50","chaA"
"1752","chr1",1871293,1872105,"p4","gpos100","kdsA"
"1753","chr1",1872106,1872491,"p5","gpos75","ychA"
"1754","chr1",1872492,1873324,"p3","gpos100","sirC"
"1755","chr1",1873325,1874425,"p10","gpos50","hemK"
"1756","chr1",1874448,1875724,"p6","gpos75","prfA"
"1757","chr1",1876001,1876625,"p10","gpos25","hemA"
"1758","chr1",1876626,1877489,"p7","gpos100","lolB"
"1759","chr1",1877687,1878702,"p4","gpos75","ipk"
"1760","chr1",1878851,1880512,"p3","gpos50","prsA"
"1761","chr1",1880557,1880845,"p1","gpos25","ychM"
"1762","chr1",1881087,1881695,"p6","gpos100","ychH"
"1763","chr1",1881797,1882903,"p4","gpos100","pth"
"1764","chr1",1883062,1884332,"p5","gpos25","ychF"
"1765","chr1",1884759,1885922,"p3","gpos100","STM1785"
"1766","chr1",1885923,1887730,"p9","gpos75","STM1786"
"1767","chr1",1887736,1888465,"p7","gpos100","STM1787"
"1768","chr1",1888466,1889046,"p6","gpos25","STM1788"
"1769","chr1",1889047,1889449,"p7","gpos100","STM1789"
"1770","chr1",1889450,1890312,"p7","gpos100","STM1790"
"1771","chr1",1890376,1891931,"p6","gpos25","STM1791"
"1772","chr1",1891931,1893079,"p8","gpos75","STM1792"
"1773","chr1",1893087,1893181,"p9","gpos25","STM1793"
"1774","chr1",1893520,1894850,"p2","gpos25","STM1794"
"1775","chr1",1894974,1896776,"p10","gpos75","STM1795"
"1776","chr1",1896839,1897112,"p10","gpos75","treA"
"1777","chr1",1897247,1897996,"p9","gpos25","ymgE"
"1778","chr1",1898010,1898634,"p9","gpos25","ycgR"
"1779","chr1",1898781,1899706,"p7","gpos25","emtA"
"1780","chr1",1899787,1901536,"p10","gpos75","ycgQ"
"1781","chr1",1901599,1902680,"p3","gpos25","ycgO"
"1782","chr1",1902683,1904086,"p5","gpos50","dadX"
"1783","chr1",1904292,1905836,"p9","gpos50","dadA"
"1784","chr1",1905883,1906616,"p6","gpos25","ycgB"
"1785","chr1",1906809,1908366,"p9","gpos50","fadR"
"1786","chr1",1908495,1909038,"p1","gpos25","nhaB"
"1787","chr1",1909141,1909488,"p7","gpos100","dsbB"
"1788","chr1",1909560,1909746,"p5","gpos50","STM1808"
"1789","chr1",1909925,1910067,"p9","gpos100","STM1809"
"1790","chr1",1910414,1910894,"p8","gpos75","STM1810"
"1791","chr1",1910953,1911623,"p7","gpos100","ycgN"
"1792","chr1",1911662,1911994,"p9","gpos75","ycgM"
"1793","chr1",1912072,1912788,"p8","gpos25","ycgL"
"1794","chr1",1912801,1913616,"p1","gpos50","minC"
"1795","chr1",1913617,1913894,"p8","gpos25","minD"
"1796","chr1",1914016,1915154,"p4","gpos75","minE"
"1797","chr1",1915216,1916912,"p7","gpos25","rnd"
"1798","chr1",1917106,1917700,"p5","gpos100","fadD"
"1799","chr1",1917759,1918465,"p9","gpos75","slp"
"1800","chr1",1918512,1920433,"p6","gpos25","yeaZ"
"1801","chr1",1920541,1920897,"p2","gpos75","yoaA"
"1802","chr1",1920903,1921094,"p3","gpos75","yoaB"
"1803","chr1",1921151,1922515,"p5","gpos75","yoaH"
"1804","chr1",1922516,1923109,"p7","gpos25","pabB"
"1805","chr1",1923360,1924737,"p2","gpos100","yeaB"
"1806","chr1",1924773,1926476,"p5","gpos100","sdaA"
"1807","chr1",1926498,1928044,"p4","gpos100","STM1827"
"1808","chr1",1928045,1928332,"p4","gpos100","yoaE"
"1809","chr1",1928333,1929498,"p5","gpos50","STM1829"
"1810","chr1",1929538,1930342,"p8","gpos25","manX"
"1811","chr1",1930343,1931215,"p8","gpos100","manY"
"1812","chr1",1931262,1931743,"p10","gpos50","manZ"
"1813","chr1",1932075,1932703,"p1","gpos75","STM1833"
"1814","chr1",1932704,1933524,"p5","gpos50","yebN"
"1815","chr1",1933579,1935331,"p3","gpos100","rrmA"
"1816","chr1",1935544,1935765,"p9","gpos25","STM1836"
"1817","chr1",1935766,1935926,"p6","gpos100","cspC"
"1818","chr1",1936558,1936856,"p8","gpos25","yobF"
"1819","chr1",1936916,1937071,"p3","gpos75","STM1839"
"1820","chr1",1937211,1937456,"p9","gpos25","yobG"
"1821","chr1",1937668,1938469,"p7","gpos25","STM1841"
"1822","chr1",1938635,1940008,"p1","gpos100","kdgR"
"1823","chr1",1940056,1940954,"p4","gpos75","STM1843"
"1824","chr1",1941131,1943197,"p10","gpos75","htpX"
"1825","chr1",1943199,1943896,"p6","gpos50","prc"
"1826","chr1",1943983,1944567,"p4","gpos25","proQ"
